cycle,V_mean_V,V_spread,V_mean_rolling,V_mean_lag_1,V_min_fade,Tavg_C,thermal_range,delta_T_ambient,cold_cycle_count,Tavg_rolling,eclipse_flag,QD_Ah,coulombic_eff,discharge_C_rate,capacity_retention,QD_rolling,cycle.1,cumul_Ah,SOH_lag_1,QD_diff,SOH
12,7.95772397275041,0.8467312570001093,7.952874062037475,7.95241019802189,0.0415704818880806,17.9760369501228,33.21415313681773,19.9760369501228,12,16.46641209998664,0,4.03197685289734,1.0204081632653068,6.968685986544191,0.999300526022104,4.033124333718336,12,48.40057380167611,0.99931701951849,-0.000267321,0.999250768995624
13,7.93026022392983,0.8808746724463496,7.950196367526324,7.95772397275041,-0.027104943,14.6053861939897,40.64905487478096,24.605386193989705,13,16.405082446290997,1,4.03173945574493,1.0204081632653064,6.719494236375018,0.9992416886061328,4.032870118001777,13,52.43231325742104,0.999250768995624,-0.000237397,0.999191934509275
14,7.92896332725771,0.840514416748869,7.945310311350854,7.93026022392983,0.0144130201323307,17.9465242449431,33.27685483999104,19.9465242449431,14,16.40521549947878,0,4.03148947412911,1.0204081632653057,6.893045336591889,0.999179732208738,4.032617711866569,14,56.46380273155015,0.999191934509275,-0.000249982,0.999129981196805
15,7.95677364222547,0.8874030642757402,7.945412857566426,7.92896332725771,0.0089792189324802,15.4638389666184,40.05913962454544,25.4638389666184,15,16.45266610521131,1,4.0312443524301,1.0204081632653057,7.359299663969142,0.9991189803116672,4.032366455285496,15,60.49504708398025,0.999129981196805,-0.000245122,0.999069232324684
16,7.97460101194589,0.8323010730760005,7.94571080057422,7.95677364222547,0.06405756218654,17.9132830530719,33.06706803588584,19.9132830530719,16,16.45037964818778,0,4.03097466102809,1.0204081632653057,7.104812521928193,0.999052138965666,4.032115382895448,16,64.52602174500834,0.999069232324684,-0.000269691,0.999002394306837
17,7.91909021327836,0.9098458766548694,7.945124176054395,7.97460101194589,-0.049403573,14.515535277595,40.848344708045474,24.515535277595,17,16.45598004515964,1,4.03073017149531,1.0204081632653044,6.452834236277091,0.9989915437470852,4.031863814522449,17,68.55675191650364,0.999002394306837,-0.00024449,0.998941802105406
18,7.91580696289869,0.8310647595281893,7.9424036049384785,7.91909021327836,0.0015168531807905,17.7452394329983,33.36957704350774,19.7452394329983,18,16.41980432775971,0,4.03048761759836,1.020408163265304,6.749914408392408,0.9989314282638736,4.03161315283012,18,72.587239534102,0.998941802105406,-0.000242554,0.998881689615456
19,7.91987053854224,0.8904399022290104,7.941002224348597,7.91580696289869,-0.031973448,15.289292798782,40.31161231368517,25.289292798782,19,16.45047949135202,1,4.03025729170888,1.020408163265304,7.0825805977384455,0.9988743434166854,4.031363408905838,19,76.61749682581087,0.998881689615456,-0.000230326,0.998824607610628
20,7.93229891706884,0.8244380378257805,7.938779900791933,7.91987053854224,0.0232108467292704,17.8301991598753,33.1929501094613,19.8301991598753,20,16.41871680552485,0,4.0300120708598,1.0204081632653073,6.953253632934882,0.9988135669458826,4.031115612164903,20,80.64750889667067,0.998824607610628,-0.000245221,0.998763834165996
21,7.91304326441416,0.8745422340521403,7.93484320743116,7.93229891706884,-0.037170239,14.8599242218797,40.44525448073697,24.8599242218797,21,16.41452602998762,1,4.02978838883295,1.0204081632653064,6.912513556037268,0.9987581287389564,4.030870033672487,21,84.67729728550363,0.998763834165996,-0.000223682,0.998708398719441
22,7.89473392393254,0.820979707884069,7.928544202549372,7.91304326441416,-0.015997012,17.6105101214985,33.40382374745327,19.6105101214985,22,16.377973347125188,0,4.02955791860202,1.020408163265306,6.695723570591417,0.9987010081176324,4.030628140242955,22,88.70685520410565,0.998708398719441,-0.00023047,0.998651280942261
23,7.86678179394334,0.8632842437897494,7.922196359550723,7.89473392393254,-0.08045809,14.7302901706281,40.581958162166885,24.730290170628106,23,16.39046374478903,1,4.02935547665818,1.020408163265308,6.778753650497356,0.9986508341339148,4.030389742334281,23,92.73621068076385,0.998651280942261,-0.000202442,0.998601109456797
24,7.86872818881263,0.8195862820144706,7.916172845706216,7.86678179394334,-0.035860885,17.9239521273433,33.26604225638858,19.9239521273433,24,16.388206533029052,0,4.0291393819819,1.0204081632653068,6.899032232386611,0.9985972764049008,4.030154733119558,24,96.76535006274574,0.998601109456797,-0.000216095,0.998547554394522
25,7.87592306756965,0.8950311177575596,7.908087788240634,7.86872818881263,-0.077499322,15.408161295723,40.42046280492015,25.408161295723,25,16.38263876593951,1,4.0289257865129,1.0204081632653068,6.970677919486566,0.9985443380889544,4.029922876527839,25,100.79427584925864,0.998547554394522,-0.000213595,0.998494618714473
26,7.88927627071258,0.8376532679524598,7.899555314117302,7.87592306756965,-0.024692946,17.8967568427104,33.39245306594987,19.8967568427104,26,16.38098614490336,0,4.02869355692262,1.0204081632653057,6.751923697536789,0.9984867814212968,4.029694766117292,26,104.82296940618126,0.998494618714473,-0.00023223,0.998437064912668
27,7.85152960260357,0.8783328472859901,7.892799253049825,7.88927627071258,-0.101251871,14.4355958404031,40.84460592937941,24.4355958404031,27,16.372992201184168,1,4.02849124416115,1.0204081632653053,6.515511084115199,0.9984366394546303,4.029470873383876,27,108.8514606503424,0.998437064912668,-0.000202313,0.998386925442665
28,7.83439244537852,0.7962968935142802,7.884657801297806,7.85152960260357,-0.064420974,17.5139760730621,33.373175421388936,19.5139760730621,28,16.349865865190548,0,4.02829234292941,1.0204081632653066,6.705379578692249,0.998387343014508,4.029251345916981,28,112.8797529932718,0.998386925442665,-0.000198901,0.998337631457102
29,7.82069551896846,0.8268306305087298,7.874740299340429,7.83439244537852,-0.106750334,14.860322320765,40.26544627354779,24.860322320765,29,16.30696881738885,1,4.02811779923372,1.020408163265305,7.099757906716119,0.998344083439049,4.029037396669465,29,116.90787079250552,0.998337631457102,-0.000174544,0.998294374035619
30,7.82722995438809,0.7997943390524798,7.864233403072353,7.82069551896846,-0.066495262,18.0433437263176,33.1266185240806,20.0433437263176,30,16.32828327403308,0,4.02792337307624,1.0204081632653048,7.067087099383965,0.9982958961184044,4.028828526891109,30,120.93579416558175,0.998294374035619,-0.000194426,0.99824618911431
31,7.83582125718023,0.8703120853567601,7.856511202348962,7.82722995438809,-0.106509888,15.3597955846598,40.33051462778538,25.3597955846598,31,16.378270410311092,1,4.02773216324396,1.0204081632653064,7.053117893204435,0.9982485059440684,4.0286229043322095,31,124.96352632882572,0.99824618911431,-0.00019121,0.998198801299619
32,7.86510765055757,0.8087952105067302,7.853548575011463,7.83582125718023,-0.033956182,18.0693278779333,33.10659632370252,20.0693278779333,32,16.424152185954572,0,4.02752323678007,1.0204081632653057,7.076869749185423,0.9981967248121614,4.028419436150015,32,128.9910495656058,0.998198801299619,-0.000208926,0.998147022745991
33,7.84909379614883,0.8544957361401693,7.851779775232013,7.86510765055757,-0.092064248,14.8146221153142,40.478967483210766,24.8146221153142,33,16.43258538042318,1,4.02733073474598,1.020408163265306,6.884722649205902,0.9981490143735986,4.028216961958795,33,133.0183803003518,0.998147022745991,-0.000192502,0.998099314683019
34,7.8412645617127,0.8052711844358598,7.84903341252202,7.84909379614883,-0.060101467,17.7542393736172,33.33034237791457,19.7542393736172,34,16.41561410505057,0,4.027127359,1.020408163265306,6.794793791140257,0.9980986090026124,4.028015759680705,34,137.04550765955278,0.998099314683019,-0.000203376,0.99804891182181
35,7.80810081393297,0.8586829619959193,7.842251187158352,7.8412645617127,-0.136490101,14.6793807060047,40.70109128077677,24.6793807060047,35,16.34273604607874,1,4.02694364126233,1.0204081632653068,6.643137769232003,0.9980530756477716,4.027817545155648,35,141.07245130081512,0.99804891182181,-0.000183718,0.998003380734158
36,7.83232584387177,0.81499833172699,7.836556144474272,7.80810081393297,-0.066742946,18.2008526490861,33.16220950640305,20.2008526490861,36,16.373145626716312,0,4.02674332221147,1.020408163265306,7.046511981048661,0.9980034278099492,4.027622521684533,36,145.0991946230266,0.998003380734158,-0.000200319,0.997953735368394
37,7.81855166381352,0.86400132843933,7.8332583505952655,7.83232584387177,-0.127292117,14.8514984212262,40.66140842388201,24.8514984212262,37,16.414735884798624,1,4.02655606717344,1.0204081632653066,6.715100268081314,0.9979570178069084,4.027429003985762,37,149.12575069020002,0.997953735368394,-0.000187255,0.997907327676193
38,7.8662764151069,0.8123909487076997,7.836446747568104,7.81855166381352,-0.028682836,18.4258395171334,32.87317996666131,20.4258395171334,38,16.50592222920575,0,4.026348901,1.020408163265306,7.37942737516507,0.9979056730688368,4.027234659839921,38,153.15209959167103,0.997907327676193,-0.000207166,0.997855985494672
39,7.90300193683596,0.8990853471802502,7.844677389354854,7.8662764151069,-0.046867723,15.8137634475906,40.07656917429493,25.813763447590603,39,16.601266341888312,1,4.02612599482158,1.0204081632653057,7.31789457152967,0.9978504270344112,4.027035479398707,39,157.1782255864926,0.997855985494672,-0.000222907,0.997800742211048
40,7.91994097654913,0.8331660738615998,7.853948491570958,7.90300193683596,0.0072080745174503,17.8030727043836,33.30018573476432,19.8030727043836,40,16.57723923969491,0,4.02588201962729,1.0204081632653073,6.8314999949009705,0.997789959291444,4.026831344053813,40,161.2041076061199,0.997800742211048,-0.000243975,0.997740277478882
41,7.92660794331265,0.8818037064738791,7.8630271601842,7.91994097654913,-0.02205237,15.1918573059827,40.25211572646495,25.1918573059827,41,16.560445411827196,1,4.02565237937848,1.020408163265306,7.134912736155523,0.9977330443760551,4.026623365667264,41,165.22975998549836,0.997740277478882,-0.00022964,0.997683365397393
42,7.94750359091093,0.854701336042659,7.871266754219536,7.92660794331265,0.0307613061047504,18.1584509382559,33.17382781436836,20.1584509382559,42,16.569357717859457,0,4.02538965486363,1.020408163265308,7.030315719784223,0.997667929729948,4.02641000747562,42,169.255149640362,0.997683365397393,-0.000262725,0.997618253993464
43,7.94699201645174,0.9117128956932704,7.8810565762498275,7.94750359091093,-0.01789797,15.1011828997143,40.54744419554455,25.1011828997143,43,16.59801379629947,1,4.02513443381365,1.020408163265308,6.838553791486143,0.9976046747712016,4.026190377382386,43,173.28028407417565,0.997618253993464,-0.000255221,0.997555002184299
44,7.95506742925754,0.8222860242054102,7.892436863004312,7.94699201645174,0.0444306519849204,17.6653591450807,33.20646565800009,19.6653591450807,44,16.589125773445822,0,4.02487687809658,1.0204081632653057,6.914508855618717,0.9975408411796564,4.025965329271945,44,177.30516095227225,0.997555002184299,-0.000257556,0.997491171771147
45,7.91763405617099,0.8993646264274897,7.903390187228112,7.95506742925754,-0.043997043,14.842645601565,40.60492978393275,24.842645601565,45,16.605452263001848,1,4.02463988030226,1.0204081632653048,6.710422945597665,0.997482102742118,4.025734953175938,45,181.3298008325745,0.997491171771147,-0.000236998,0.997432436258305
46,7.92987463770825,0.8464586371218488,7.9131450666117615,7.91763405617099,0.0132130061602406,17.977179654509,33.28574484449092,19.977179654509,46,16.583084963544138,0,4.02438735873758,1.0204081632653084,6.87311298401863,0.9974195168341072,4.025499356828549,46,185.3541881913121,0.997432436258305,-0.000252522,0.997369853466561
47,7.92626806691538,0.891381269429921,7.923916706921948,7.92987463770825,-0.030349443,15.0175514746289,40.48529352275495,25.017551474628902,47,16.59969026888441,1,4.02415184843199,1.020408163265306,6.899889398321907,0.997361147061451,4.025258934954404,47,189.37834003974407,0.997369853466561,-0.00023551,0.997311486600244
48,7.93164622492454,0.8253046627184704,7.93045368790371,7.92626806691538,0.0216137280370807,17.7905530834517,33.20765833813076,19.7905530834517,48,16.53616162551624,0,4.02390655149214,1.020408163265308,6.920860231333584,0.9973003517320216,4.025014699956518,48,193.4022465912362,0.997311486600244,-0.000245297,0.997250694297927
49,7.91940356799831,0.8619927355470294,7.932093851019947,7.93164622492454,-0.024774824,14.8425731093652,40.29943259737602,24.8425731093652,49,16.4390425916937,1,4.02368637833715,1.0204081632653053,7.056369432799936,0.997245783177284,4.024770738308075,49,197.42593296957332,0.997250694297927,-0.000220173,0.997196128460261
50,7.90490023885105,0.82474354811223,7.930589777250137,7.91940356799831,-0.004971558,17.738132271222,33.30406001539945,19.738132271222,50,16.43254854837754,0,4.02345263694333,1.020408163265307,6.81790481900479,0.9971878518184694,4.024527800039679,50,201.44938560651667,0.997196128460261,-0.000233741,0.997138199985955
51,7.89343678139267,0.8875011353246594,7.92727266105814,7.90490023885105,-0.059795358,15.0589701640144,40.46733911043232,25.0589701640144,51,16.41925983418071,1,4.02323355286506,1.0204081632653057,6.890522275194786,0.9971335531846612,4.024285917388338,51,205.4726191593817,0.997138199985955,-0.000219084,0.997083904055778
52,7.92059959167385,0.8338849542112197,7.924582261134432,7.89343678139267,0.0112721918396498,18.1183506795859,33.11476932610882,20.1183506795859,52,16.41524980831371,0,4.02299363725272,1.020408163265305,7.071255234374981,0.9970740915839728,4.024046315627246,52,209.49561279663445,0.997083904055778,-0.000239916,0.997024445415792
53,7.89873000812217,0.8652321576839093,7.919756060301475,7.92059959167385,-0.050845213,14.6255096011769,40.56031474933642,24.6255096011769,53,16.367682478459972,1,4.0227783638008,1.0204081632653046,6.796617772371528,0.9970207373903376,4.023810708625961,53,213.51839116043524,0.997024445415792,-0.000215273,0.996971093878762
54,7.91746661409967,0.8273928085922106,7.915995978785688,7.89873000812217,0.0122746703390701,18.185553187565,33.01059661439517,20.185553187565,54,16.4197018827084,0,4.02254405552821,1.020408163265305,7.19441714059737,0.9969626655341258,4.023577426369124,54,217.54093521596343,0.996971093878762,-0.000234308,0.996913024914055
55,7.94273909857515,0.9103151463051002,7.918506483026104,7.91746661409967,-0.013874491,15.6380305349171,40.14120851517741,25.6380305349171,55,16.49924037604361,1,4.02229716387394,1.020408163265304,7.235260273347977,0.9969014749645904,4.023343154726292,55,221.5632323798374,0.996913024914055,-0.000246892,0.996851837391312
56,7.95190464006556,0.850172749121751,7.920709483261835,7.94273909857515,0.0308339714729699,17.7728481345157,33.36209648407817,19.7728481345157,56,16.478807224044278,0,4.02202829088649,1.020408163265306,6.754214309811527,0.9968348364575764,4.023107247941183,56,225.58526067072387,0.996851837391312,-0.000268873,0.996785202202351
57,7.92567188058484,0.8987491897756694,7.920649864628781,7.95190464006556,-0.036536806,14.7442852767023,40.66442155369862,24.7442852767023,57,16.45148060425162,1,4.02178685555048,1.020408163265306,6.68707502224905,0.9967749982027754,4.022870748653032,57,229.6070475262744,0.996785202202351,-0.000241435,0.996725366927009
58,7.95457067782079,0.8605450109724204,7.922942309918406,7.92567188058484,0.0358720923286002,18.2657230476995,33.139578977695535,20.2657230476995,58,16.498997600676397,0,4.02151903992211,1.0204081632653057,7.070616184844073,0.9967086217556698,4.022631997496029,58,233.62856656619647,0.996725366927009,-0.000267816,0.99665899378491
59,7.95472027773534,0.90347113446951,7.926473980892109,7.95457067782079,-0.007002628,14.9722396218553,40.51202840514578,24.9722396218553,59,16.51196425192541,1,4.02126291114439,1.0204081632653068,6.874446844781107,0.9966451418222172,4.022389650776753,59,237.6498294773409,0.99665899378491,-0.000256129,0.996595517012239
60,7.94273615817161,0.8350938441052698,7.930257572824165,7.95472027773534,0.0251758113519802,17.5657617326244,33.37922919626735,19.5657617326244,60,16.49472719806565,0,4.02100402229499,1.020408163265306,6.697067856682352,0.996580977822069,4.022144789311919,60,241.67083349963585,0.996595517012239,-0.000258889,0.996531356206937
61,7.93734210358528,0.8836846823974795,7.934648105043425,7.94273615817161,-0.01456484,15.1079551371332,40.28659410061656,25.1079551371332,61,16.49962569537753,1,4.02076837659195,1.0204081632653064,7.072427927812306,0.996522574491992,4.021898271684608,61,245.6916018762278,0.996531356206937,-0.000235646,0.99647295578487
62,7.94543924564651,0.8557738553138501,7.937132070440692,7.93734210358528,0.0250339580975103,18.0600695783817,33.26868963219905,20.0600695783817,62,16.49379758525711,0,4.02050509670564,1.0204081632653057,6.898479216623731,0.9964573222005032,4.0216494176299005,62,249.71210697293344,0.99647295578487,-0.00026328,0.996407706742414
63,7.95732136075886,0.8953773523960296,7.942991205704361,7.94543924564651,0.0011117097361106,15.1746316289079,40.3188323078883,25.1746316289079,63,16.54870978803021,1,4.02025417084316,1.0204081632653053,7.07683484230372,0.9963951317774136,4.021396998334136,63,253.7323611437766,0.996407706742414,-0.000250926,0.996345519415902
64,7.96434910912199,0.8409206039083292,7.947679455206592,7.95732136075886,0.0484147399836105,17.853734354337,33.19430593869337,19.853734354337,64,16.515527904707408,0,4.0199854314083,1.0204081632653073,6.941032488200028,0.9963285263705832,4.021141135922145,64,257.7523465751849,0.996345519415902,-0.000268739,0.996278917325476
65,7.9613713309835,0.890500310157079,7.949542678447429,7.96434910912199,0.0060030779671906,15.076677350478,40.290679371857806,25.076677350478,65,16.459392586263498,1,4.01973404513066,1.0204081632653077,7.064831299059083,0.996266221836444,4.020884824047817,65,261.77208062031553,0.996278917325476,-0.000251386,0.996216615893595
66,7.94884984643975,0.84289072902836,7.9492371990848465,7.9613713309835,0.02838760031897,17.7130679590268,33.36614488348051,19.7130679590268,66,16.453414568714614,0,4.01947010538243,1.020408163265304,6.7309942166903936,0.9962008060022596,4.020629005497411,66,265.791550725698,0.996216615893595,-0.00026394,0.996151203316588
67,7.935324699,0.9015758523326394,7.950202480910063,7.94884984643975,-0.024726171,15.0294922892548,40.47594423279936,25.0294922892548,67,16.48193526996986,1,4.01922596990704,1.020408163265306,6.878000142064558,0.9961402985346132,4.020372916933067,67,269.810776695605,0.996151203316588,-0.000244135,0.99609069886172
68,7.95450036416268,0.8616201625961697,7.9501954495442515,7.935324699,0.0328630290316702,18.1045616896658,33.2483302202801,20.1045616896658,68,16.465819134166487,0,4.0189553580907,1.0204081632653053,6.924533507665228,0.9960732290696132,4.020116548749926,68,273.8297320536957,0.99609069886172,-0.000270612,0.996023632736233
69,7.93301267204841,0.8848723136149399,7.948024688975559,7.95450036416268,-0.026521909,14.5788680072135,40.66901787015958,24.5788680072135,69,16.426481972702312,1,4.0187159671266,1.0204081632653084,6.695296558865212,0.996013897499746,4.019861854348148,69,277.8484480208223,0.996023632736233,-0.000239391,0.995964304120594
70,7.93063509058541,0.8374917802070803,7.946814582216939,7.93301267204841,0.0159814882094506,17.9111433085224,33.24617240692263,19.9111433085224,70,16.46102013029211,0,4.0184673616831,1.0204081632653057,6.890908622620698,0.9959522821781494,4.019608188286957,70,281.8669153825054,0.995964304120594,-0.000248605,0.995902691866939
71,7.94577482077548,0.8860737317563494,7.94765785393596,7.93063509058541,-0.004203057,15.3285698065914,40.13921789004453,25.3285698065914,71,16.48308159723793,1,4.0182286351488,1.0204081632653046,7.236329887648728,0.9958931152830988,4.019354214142643,71,285.88514401765417,0.995902691866939,-0.000238727,0.995843527917919
72,7.93895381387416,0.84465219446425,7.947009310758725,7.94577482077548,0.0202737048238406,17.7413384966038,33.35435516228072,19.7413384966038,72,16.45120848906014,0,4.01796973767491,1.0204081632653066,6.754821633454669,0.9958289491454244,4.019100678239569,72,289.90311375532906,0.995843527917919,-0.000258897,0.995779364975195
73,7.93508975559114,0.8889497619676803,7.944786150241951,7.93895381387416,-0.019739748,15.0260148827181,40.38817724444258,25.0260148827181,73,16.43634681444116,1,4.017732069,1.020408163265306,6.978656899480471,0.9957700443995828,4.018848468041254,73,293.9208458241891,0.995779364975195,-0.000237669,0.99572046316233
74,7.91271315661275,0.8355597441835894,7.939622554991028,7.93508975559114,-0.002668056,17.4843112071933,33.435695682771794,19.4843112071933,74,16.399404499726792,0,4.01749148794972,1.020408163265305,6.611935694674294,0.9957104179089146,4.018599073695396,74,297.9383373121388,0.99572046316233,-0.000240581,0.995660839640575
75,7.91182628514053,0.8868155186305993,7.934668050406731,7.91271315661275,-0.038163513,15.2806188655172,40.23675657187563,25.2806188655172,75,16.41979865123071,1,4.01726755240895,1.0204081632653064,7.116341969926313,0.9956549168701312,4.018352424423226,75,301.9556048645477,0.995660839640575,-0.000223936,0.995605341365292
76,7.89323290713439,0.8318480100841796,7.929106356476195,7.91182628514053,-0.019503577,17.4483530877949,33.45383894197167,19.4483530877949,76,16.393327164107518,0,4.01703713642902,1.020408163265306,6.588046773506371,0.9955978096945822,4.018109127527884,76,305.97264200097675,0.995605341365292,-0.000230416,0.995548237033215
77,7.87220268848252,0.8820234451403701,7.922794155440746,7.89323290713439,-0.079829884,15.0097566199383,40.49557849203498,25.0097566199383,77,16.391353597175872,1,4.01682853709981,1.0204081632653046,6.83885882786473,0.9955461096409826,4.017869384247161,77,309.98947053807655,0.995548237033215,-0.000208599,0.995496539553857
78,7.8975806082674,0.8419128089367005,7.91710217985122,7.87220268848252,-0.013907846,18.186394182795,33.18670882045748,20.186394182795,78,16.399536846488793,0,4.01659597482573,1.0204081632653077,6.999034988855602,0.9954884705197028,4.017633445920664,78,314.0060665129023,0.995496539553857,-0.000232562,0.995438903302535
79,7.90763739475551,0.89591364495943,7.914564652121929,7.8975806082674,-0.047670667,15.2078165431404,40.42027684786867,25.2078165431404,79,16.462431700081478,1,4.01636905270057,1.0204081632653057,6.963494985446094,0.9954322292744496,4.0173987544780605,79,318.02243556560285,0.995438903302535,-0.000226922,0.995382664857637
80,7.91697742048998,0.8393366711309698,7.913198885112386,7.90763739475551,0.0019795685171901,17.8509449481222,33.309006576667585,19.8509449481222,80,16.456411864041463,0,4.01612507003679,1.0204081632653073,6.813681479835628,0.9953717596802156,4.01716452531343,80,322.0385606356396,0.995382664857637,-0.000243983,0.995322198274297
81,7.94272473327525,0.9043909831626102,7.9128938763623635,7.91697742048998,-0.011960485,15.5724114555659,40.13080791499444,25.5724114555659,81,16.480796028938908,1,4.01588111229106,1.020408163265306,7.250305287223208,0.9953112962617664,4.016929773027656,81,326.0544417479307,0.995322198274297,-0.000243958,0.995261737866434
82,7.96603919953918,0.8409246734820099,7.915602414928865,7.94272473327525,0.0502395436960805,17.9383855847625,33.14155397548384,19.9383855847625,82,16.50050073775478,0,4.01561315157284,1.0204081632653044,6.99536177755534,0.9952448838550388,4.016694114417449,82,330.07005489950353,0.995261737866434,-0.000267961,0.995195328766504
83,7.9749301027036,0.8652249458117307,7.919586449640112,7.96603919953918,0.0313682533813803,15.0284319333309,40.02264304234174,25.0284319333309,83,16.500742442816062,1,4.01536763523045,1.0204081632653064,7.333409188194543,0.9951840341480468,4.016457671054495,83,334.085422534734,0.995195328766504,-0.000245516,0.995134482089331
84,7.94974787673403,0.8278561525707389,7.9232899216522386,7.9749301027036,0.0358022126669705,17.581018871706,33.2699593403612,19.581018871706,84,16.51041320926733,0,4.01511002554539,1.0204081632653066,6.810977062348325,0.9951201871808688,4.016219524814061,84,338.10053256027936,0.995134482089331,-0.00025761,0.995070638301211
85,7.92382757579497,0.8848436150603405,7.924490050717682,7.94974787673403,-0.031167916,14.8442012726963,40.44087956786439,24.8442012726963,85,16.466771449985238,1,4.01487819251179,1.0204081632653046,6.872253353089754,0.995062728797332,4.015980588824346,85,342.11541075279115,0.995070638301211,-0.000231833,0.995013182778635
86,7.91725022635582,0.81817326032224,7.926891782639825,7.92382757579497,0.0081453597424303,17.6577947342149,33.2460302557532,19.6577947342149,86,16.48771561462724,0,4.01464177855088,1.0204081632653068,6.839741811682853,0.9950041350592932,4.01574105303653,86,346.130052531342,0.995013182778635,-0.000236414,0.994954591958086
87,7.8855285131499,0.8760743047286503,7.928224365106564,7.91725022635582,-0.066602183,14.7621649535116,40.52537792182929,24.7621649535116,87,16.46295644798457,1,4.0144290720018,1.0204081632653073,6.781184947576526,0.9949514170566512,4.01550110652673,87,350.1444816033438,0.994954591958086,-0.000212707,0.994901876580372
88,7.85262578747613,0.8278735772932313,7.923728883027437,7.8855285131499,-0.054799804,17.3180466794139,33.49369867405873,19.3180466794139,88,16.37612169764646,0,4.01421947952478,1.0204081632653073,6.512256266890459,0.9948994708575092,4.015263456996634,88,354.1587010828686,0.994901876580372,-0.000209592,0.994849932967727
89,7.83636925733865,0.8543322106946709,7.91660206928575,7.85262578747613,-0.10266434,15.041185939832,40.32326434076559,25.041185939832,89,16.35945863731562,1,4.01403331966652,1.020408163265306,7.008380245413751,0.994853332288001,4.01502988369323,89,358.1727344025351,0.994849932967727,-0.00018616,0.994803796695544
90,7.82314209863987,0.8217721496672405,7.907218537100741,7.83636925733865,-0.084941743,17.76048906,33.47422183240539,19.76048906,90,16.3504130480564,0,4.01382968850134,1.0204081632653068,6.622002876133403,0.994802863563129,4.014800345539685,90,362.1865640910365,0.994803796695544,-0.000203631,0.994753330483602
