cycle,V_mean_V,V_spread,V_mean_rolling,V_mean_lag_1,V_min_fade,Tavg_C,thermal_range,delta_T_ambient,cold_cycle_count,Tavg_rolling,eclipse_flag,QD_Ah,coulombic_eff,discharge_C_rate,capacity_retention,QD_rolling,cycle.1,cumul_Ah,SOH_lag_1,QD_diff,SOH
12,1.8082282320656546,-0.9974269469279119,1.8094220889926893,1.7678895529177228,2.2261781658109427,0.9719272460857342,-0.9741338385083793,-0.9988021599785182,-1.7253707509072251,-0.46468849645868926,0,1.733856491362935,6.661338147750939e-16,1.715648700211183,1.7338564913650825,1.7349105489901957,12,-1.8052941751221216,1.7341318007267188,-2.3428708787706007,0.999250768995624
13,1.6038782876407642,-0.6692261332744656,1.7890525853016814,1.8074208241201226,1.745129311866176,-1.2775746980988247,1.0973557932548812,0.8194950154769144,-1.7247345522527608,-1.0239547905825312,1,1.7330220168143127,2.220446049250313e-16,1.2353009124497423,1.7330220168164574,1.734017035198665,13,-1.8045691184174606,1.7331921609639265,-1.551633602064787,0.999191934509275
14,1.5942284483342717,-1.057185819968109,1.7518838422332523,1.603107137837193,2.0359490427302678,0.9522310827976551,-0.9566640813286439,-1.0103940416105628,-1.7240983535982966,-1.022741475998675,0,1.7321433066279959,-4.440892098500626e-16,1.5698420318734105,1.7321433066301393,1.7331298816979752,14,-1.8038441066687914,1.7323577038093934,-1.8844006494963688,0.999129981196805
15,1.8011570928986986,-0.6064724959405522,1.7526639220772753,1.5934590107173343,1.9978870453853421,-0.7046612399171515,0.9329954065879992,1.156674642570419,-1.7234621549438323,-0.5900384877564699,1,1.7312816795315369,-4.440892098500626e-16,2.468604669632549,1.7312816795336818,1.7322467686338374,15,-1.8031191390021206,1.731479011939272,-1.7558946621687979,0.999069232324684
16,1.9338054809760008,-1.1361359203321202,1.7549304058646162,1.8003509395968536,2.383692796754498,0.9300466053328175,-1.0151142404431504,-1.0234503832482666,-1.722825956289368,-0.6108887334234177,0,1.730333687490876,-4.440892098500626e-16,1.9780493618821406,1.730333687493018,1.7313643029616999,16,-1.802394219835994,1.7306174028029162,-2.4055373787636762,0.999002394306837
17,1.52076541507681,-0.3907427809359305,1.7504678914619998,1.9329757916555905,1.5889347135288578,-1.3375393238462043,1.1528813183893083,0.7842037339411735,-1.7221897576349037,-0.5598186054944622,1,1.7294742825214464,-1.7763568394002505e-15,0.721280921641272,1.729474282523587,1.7304800940157286,17,-1.8016693446381786,1.7296694305225704,-1.739183595503977,0.998941802105406
18,1.4963356827412193,-1.1480198841072533,1.7297722209303057,1.5200090121249725,1.9456156178926516,0.8178978016112941,-0.9308301039623599,-1.0894538804218572,-1.7215535589804392,-0.8897056697184702,0,1.7286216815040414,-2.220446049250313e-15,1.2939395404217988,1.7286216815061832,1.7295990718581045,18,-1.8009445130605755,1.7288100434669393,-1.6879927330623765,0.998881689615456
19,1.526571593444843,-0.577281137250434,1.7191117714357016,1.495583614396399,1.7110270292157068,-0.8211497082592101,1.003338576718397,1.0881171008416402,-1.7209173603259749,-0.6099782616843326,1,1.7278120631463283,-2.220446049250313e-15,1.9351945900248242,1.7278120631484681,1.7287212754585808,19,-1.800219722904133,1.7279574602214942,-1.3646653229715233,0.998824607610628
20,1.6190476234942843,-1.2117187093759183,1.7022063224752007,1.5258141602933635,2.097574935960048,0.8745981495899299,-0.9800413612812177,-1.0560837406311352,-1.7202811616715106,-0.8996228059391749,0,1.7269500875275328,1.1102230246251565e-15,1.6859009380515162,1.7269500875296713,1.7278503229914448,20,-1.7994949768475201,1.727147858739784,-1.7585123767254702,0.998763834165996
21,1.4757717882994823,-0.7300961840947239,1.6722594821583954,1.618273782170858,1.6746252106785149,-1.1077013323798734,1.0405735494417923,0.9194714382476831,-1.7196449630170463,-0.937838568836547,1,1.7261638230062613,2.220446049250313e-16,1.6073694224707857,1.7261638230084007,1.7269871671927086,21,-1.7987702710172548,1.7262859010883156,-1.1889875905014853,0.998708398719441
22,1.3395371928580981,-1.2449616256430067,1.6243422897173148,1.4750233686397938,1.822936729671828,0.7279822719154374,-0.9212883918260708,-1.1423723174733922,-1.719008764362582,-1.2711631883787617,0,1.7253536972740282,-2.220446049250313e-16,1.1894800266659318,1.7253536972761636,1.726136963600682,22,-1.7980456066341086,1.725499652956256,-1.3684729077812294,0.998651280942261
23,1.1315533430506008,-0.8383127030319383,1.5760535805862106,1.3388129455235622,1.3714079950993217,-1.1942163917619195,1.0786615119578256,0.8685542970218615,-1.7183725657081177,-1.1572630113411302,1,1.7246420937522804,1.7763568394002505e-15,1.3495307312875617,1.7246420937544173,1.725299046015741,23,-1.7973209786575537,1.7246895441106358,-0.6273688310698754,0.998601109456797
24,1.1460359137282912,-1.2583558188773667,1.5302320774320721,1.1308659986277496,1.6837968065169748,0.9371669227589079,-0.9596766503731948,-1.019259827169978,-1.7177363670536534,-1.177846568886078,0,1.723882499521187,6.661338147750939e-16,1.5813825108363002,1.7238824995233208,1.7244730389641942,24,-1.7965963895428583,1.7239779554218086,-0.9883754658401093,0.998547554394522
25,1.1995709603727238,-0.5331484501002348,1.4687281951925752,1.1453459996394435,1.392133195675918,-0.7418193550671645,1.033666168387063,1.1348057909474474,-1.717100168399189,-1.2286191442892491,1,1.7231316902516902,6.661338147750939e-16,1.7194883962749152,1.7231316902538236,1.7236581127072206,25,-1.7958718388405723,1.7232183770240008,-0.9222715628938273,0.998494618714473
26,1.2989283473769098,-1.0846883808775063,1.4038207673942051,1.198871547473751,1.7620245607045941,0.9190173575620252,-0.9244564564045314,-1.0299414816809698,-1.7164639697447248,-1.243689427370672,0,1.722315380196751,-4.440892098500626e-16,1.2978126927024063,1.722315380198883,1.7228563534746513,26,-1.7951473299018041,1.7224675834046776,-1.4150100554554115,0.998437064912668
27,1.0180661249362162,-0.693659221613513,1.3524267004916668,1.2982113053356685,1.2257543710332173,-1.3908892352996525,1.1518396312876942,0.752805443339941,-1.7158277710902605,-1.316586354221979,1,1.721604230763852,-8.881784197001252e-16,0.8420982648416652,1.7216042307659838,1.722069418473782,27,-1.7944228573463947,1.721651290365221,-0.6239578696778473,0.998386925442665
28,0.890553411744077,-1.4822231782307016,1.2904938209856973,1.017398916734477,1.4837427390772686,0.6635574633699172,-0.9298275348989378,-1.1802885727310244,-1.715191572435796,-1.5274758578868808,0,1.7209050731964937,4.440892098500626e-16,1.2080931714698533,1.7209050731986277,1.7212978264497072,28,-1.7936984205608244,1.7209401557558308,-0.533739262936762,0.998337631457102
29,0.7886384776623095,-1.188720106130685,1.2150503408257731,0.8899088283297815,1.187239438960816,-1.1074356494950977,0.9904759355087842,0.9196278019265846,-1.7145553737813317,-1.9186548635921294,1,1.7202915347854513,-1.1102230246251565e-15,1.9683059685576965,1.7202915347875833,1.720545840671916,29,-1.7929740151647027,1.7202410127619658,0.11029784268827168,0.998294374035619
30,0.8372593532599227,-1.4486042664626906,1.135123276172826,0.7880119771800074,1.4692130311536915,1.0168463833269648,-0.998522465163592,-0.9723656751515944,-1.7139191751268674,-1.7242879226366383,0,1.7196081075481955,-1.3322676295501878e-15,1.9053289638385327,1.7196081075503284,1.7198117081402162,30,-1.792249644733635,1.7196274871397834,-0.415413276662918,0.99824618911431
31,0.901184794013867,-0.7707581455755492,1.0763796833235435,0.836624225896832,1.1889236844230626,-0.7740976208799517,1.008605081785301,1.115808901496598,-1.7132829764724031,-1.2684542634608782,1,1.71893598601319,2.220446049250313e-16,1.8784015985442755,1.718935986015323,1.7190889888893608,31,-1.7915253086892067,1.7189440741481503,-0.3303772159128211,0.998198801299619
32,1.1190965182348602,-1.362084119129265,1.0538426656634088,0.9005383242561782,1.6971386270699365,1.0341876636334886,-1.0041009895274715,-0.9621597245955795,-1.7126467778179388,-0.850057467038514,0,1.7182015887599784,-4.440892098500626e-16,1.9241862261170202,1.7182015887621083,1.7183738418111645,32,-1.7908010102175271,1.7182719666231188,-0.7988159137513521,0.998147022745991
33,0.9999419818373382,-0.9227915205050555,1.040387219761676,1.118411384046633,1.2901106603729526,-1.1379350125110232,1.0499665633028212,0.9016778590487577,-1.7120105791634745,-0.7731550041371245,1,1.7175249250073785,-2.220446049250313e-16,1.5537990269530035,1.717524925009507,1.7176621883983323,33,-1.7900767463648732,1.7175375846779792,-0.3645397129554591,0.998099314683019
34,0.9416868749921373,-1.3959585341132232,1.0194953498619928,0.9992779894316944,1.513999470584103,0.823904174084895,-0.9417615467502259,-1.0859189199458699,-1.7113743805090103,-0.9279163913658589,0,1.716810039078442,-2.220446049250313e-16,1.3804500778067352,1.7168100397871064,1.7169550054877134,34,-1.789352519086706,1.7168609350300212,-0.6520652492106067,0.99804891182181
35,0.6949248593626268,-0.8825421513412791,0.9679022484073064,0.9410332188845527,0.978922113582063,-1.2281923055937978,1.1118540178842873,0.8485582822793307,-1.710738181854546,-1.5924928157882219,1,1.7161642529994607,6.661338147750939e-16,1.0881144183201144,1.7161642530015886,1.7162583238890403,35,-1.7886283248478572,1.7161460647089766,-0.1322770395634039,0.998003380734158
36,0.8751764176631973,-1.3024571191624412,0.9245794599074564,0.6943149866395616,1.467478085872543,1.1219645500042617,-0.9886062142885093,-0.9104999540119723,-1.7101019832000817,-1.315187263837222,0,1.7154601116572,-2.220446049250313e-16,1.865667889310248,1.7154601116593284,1.7155728581614569,36,-1.787904166633824,1.7155002913844757,-0.5712333966878927,0.997953735368394
37,0.7726866611557912,-0.8314197849575503,0.8994927951251706,0.874534562613893,1.0433509783326365,-1.1133245358271222,1.1007977014037997,0.9161619861579515,-1.7094657845456172,-0.9359248987702401,1,1.7148018916164347,4.440892098500626e-16,1.2268309974226925,1.7148018916185606,1.7148926849011317,37,-1.787180042095211,1.7147961647196257,-0.22580084145180304,0.997907327676193
38,1.1277929628557952,-1.3275203771069972,0.9237472661397564,0.7720629910301551,1.7340766883034608,1.2721160885958822,-1.069134742566321,-0.8221305169411038,-1.7088295858911529,-0.10439486658783913,0,1.7140736819588367,-2.220446049250313e-16,2.50740331179908,1.7140736836165713,1.7142096068563812,38,-1.7864559548126968,1.7141379583990528,-0.7522787660771695,0.997855985494672
39,1.40105712549206,-0.4941774983698823,0.9863586236177612,1.127106285643299,1.6066975120592468,-0.47112894683325346,0.9378515745462147,1.2941165727115524,-1.7081933872366886,0.7650499346354415,1,1.7132901446217872,-4.440892098500626e-16,2.3887912546946297,1.7132901446239126,1.7135095302693097,39,-1.7857319076170883,1.7134097655761342,-1.1684953805881377,0.997800742211048
40,1.5270957026219065,-1.1278211703888537,1.0568848729804872,1.4003219625761318,1.9854807589676124,0.8564945195249092,-0.9501636986301295,-1.0667383607088972,-1.7075571885822243,0.5459463266332911,0,1.71243254760319,1.1102230246251565e-15,1.4512058061228195,1.7124325476053133,1.7127920382571264,40,-1.785007904297294,1.7126262429158612,-1.7255661914970435,0.997740277478882
41,1.5767027062581689,-0.6602958689830393,1.1259472596929172,1.5263381764768862,1.7805209305577716,-0.8861761219527066,0.9867618191638661,1.0498467798930124,-1.70692098992776,0.39280308662184354,1,1.7116253393404692,-2.220446049250313e-16,2.036071231809326,1.7116253393425906,1.7120610387766968,41,-1.784283942275357,1.7117686637733585,-1.3465264120030638,0.997683365397393
42,1.732181277422166,-0.9208152081062437,1.1886267178671948,1.5759363782620635,2.1504634304287817,1.0936665334340976,-0.9853691567809598,-0.927154327440198,-1.7062847912732957,0.47407457710662315,0,1.7107018365995306,1.7763568394002505e-15,1.8344476010659652,1.710701836601651,1.7113111304336928,42,-1.7835600275010595,1.7109614723364148,-2.2213454635941563,0.997618253993464
43,1.7283747973604815,-0.37279621175117816,1.263098923396947,1.7313873626110947,1.809621141617041,-0.9466903276494573,1.0690453359101815,1.0142320513169902,-1.7056485926188314,0.7353899087209236,1,1.7098047092822126,1.7763568394002505e-15,1.4648028677538998,1.7098047092843318,1.7105391777000203,43,-1.7828361586249988,1.7100379888453228,-2.022927988510596,0.997555002184299
44,1.7884616474425326,-1.232404765881042,1.3496699613121508,1.727581557939339,2.2462127203756093,0.7645873651486301,-0.9762757003952449,-1.1208289386090453,-1.705012393964367,0.6543398570099664,0,1.7088993753783919,-4.440892098500626e-16,1.6112156081459512,1.708899375380511,1.7097481817963855,44,-1.7821123360670352,1.7091408802280779,-2.084669033862424,0.997491171771147
45,1.5099305641644696,-0.49149294924137354,1.4329930503637092,1.7876577467141586,1.6268056850526087,-1.1192327228450594,1.085061795107473,0.9126848112599673,-1.7043761953099028,0.8032214299495903,1,1.7080663046130848,-1.3322676295501878e-15,1.2178148822979251,1.708066304615204,1.7089384591647245,45,-1.7813885561300897,1.708235565195402,-1.5410834191545604,0.997432436258305
46,1.6010092502247257,-1.0000474834118527,1.507199443506431,1.5091760836577963,2.0275433379685954,0.9726898631363763,-0.9541871754061616,-0.9983533331459862,-1.7037399966554385,0.5992535950853966,0,1.7071786662544748,2.220446049250313e-15,1.5314199675115439,1.707178666256592,1.7081103884676156,46,-1.7806648216059136,1.7074025117949627,-1.9515622148897906,0.997369853466561
47,1.5741737826451858,-0.5682323213294841,1.5891404439240737,1.600238609479115,1.7224026522325828,-1.0025041947438802,1.0517291051342743,0.9813836365611686,-1.703103798000974,0.7506776945354736,1,1.7063508241596648,-2.220446049250313e-16,1.5830348037411985,1.7063508241617829,1.7072653570775715,47,-1.7799411294352492,1.706514891938615,-1.5017383761209333,0.997311486600244
48,1.6141911268708418,-1.2033883478348775,1.638867945579523,1.5734079033600972,2.086387642721692,0.8481391858922235,-0.9759433994971602,-1.0716557670610751,-1.7024675993465097,0.17135877120434956,0,1.7054885810742615,1.7763568394002505e-15,1.6234586670425915,1.7054885810763798,1.7064069233743389,48,-1.7792174813780979,1.7056870670996769,-1.7605219353750372,0.997250694297927
49,1.523096998431483,-0.8507272213383525,1.6513448388587655,1.6134181472434854,1.7614510321370243,-1.1192811026257565,0.9999451013314404,0.9126563380653144,-1.7018314006920454,-0.7142715701043945,1,1.704714650585777,-8.881784197001252e-16,1.884669341559271,1.7047146505878934,1.7055494504358464,49,-1.7784938729162691,1.7048248419872138,-1.096204152326084,0.997196128460261
50,1.4151818509190062,-1.2087820165090284,1.639903191546828,1.5223401817830307,1.9001664231111366,0.8131546302209235,-0.9490842583834298,-1.0922454028373398,-1.7011952020375811,-0.7734908762712287,0,1.7038930263913747,8.881784197001252e-16,1.4249994302635678,1.7038930263934902,1.7046955744590127,50,-1.777770306489836,1.7040509276308717,-1.4549632543961446,0.997138199985955
51,1.3298855241196001,-0.6055297959314748,1.6146695398979964,1.4144441818301443,1.516143663850794,-0.9748622261629682,1.0467267015677517,0.9976519027803336,-1.7005590033831168,-0.8946709171599854,1,1.703122924115636,-4.440892098500626e-16,1.564978520301851,1.7031229241177506,1.703845408750018,51,-1.7770467794628684,1.7032293205627138,-1.0674092922026839,0.997083904055778
52,1.5319962704581882,-1.1209109912933792,1.5942033847977661,1.329162989296297,2.0139485694446098,1.0669044579872926,-1.0018238525400944,-0.9429047457460298,-1.6999228047286525,-0.9312384203307592,0,1.7022795969304443,-1.1102230246251565e-15,1.913363557362059,1.7022795969325561,1.7030032598816929,52,-1.7763232955816513,1.702459234339313,-1.6182398946734606,0.997024445415792
53,1.369270918847327,-0.819588538602732,1.5574899676132936,1.5312378747974713,1.5788364975959952,-1.2641447562667154,1.0726312903282174,0.8273990064098719,-1.6992866060741882,-1.3650058180839921,1,1.7015228893844683,-1.5543122344752192e-15,1.3839660262631537,1.7015228893865821,1.70217515173842,53,-1.775599850414607,1.7016159247327547,-0.9666405025513721,0.996971093878762
54,1.5086846753314402,-1.1833162148677547,1.528886632171043,1.3685413958095802,2.020970602930916,1.1117540087982125,-1.0308481355545742,-0.9165092149694741,-1.698650407419724,-0.890639868115914,0,1.7006992725549368,-1.1102230246251565e-15,2.1507732996598814,1.7006992725570478,1.7013552145739341,54,-1.7748764473849048,1.700859232959907,-1.4699556195843608,0.996913024914055
55,1.6967300449487661,-0.3862319644573876,1.5479843018934465,1.5079304158848428,1.837804293959747,-0.5884094239034344,0.9558611904310305,1.2250929061190792,-1.6980142087652597,-0.165326814360053,1,1.699831423890097,-2.220446049250313e-15,2.2295034680891423,1.6998314238922072,1.7005317999295948,55,-1.7741530887555044,1.7000356332981599,-1.8026962254547654,0.996851837391312
56,1.7649282325460047,-0.9643458828415391,1.5647427563198728,1.695942420307351,2.1509724275286968,0.8363232726058195,-0.9329143146008156,-1.0786098456898503,-1.6973780101107951,-0.35165712127236315,0,1.6988863086578296,-2.220446049250313e-16,1.3022281299632408,1.6988863086599408,1.6997026381103948,56,-1.7734297784794677,1.69916780272311,-2.383908181719652,0.996785202202351
57,1.5697377297119655,-0.49740878417586054,1.5642892311096606,1.7641285073895916,1.679062201337071,-1.1848763501495698,1.1016372104375762,0.8740512384934127,-1.6967418114563309,-0.6008490938573287,1,1.6980376394931276,-2.220446049250313e-16,1.1728088846205647,1.6980376394952357,1.6988713937699171,57,-1.7727065116224834,1.6982227071911749,-1.658404626103621,0.996725366927009
58,1.7847654612752304,-0.8646433564737164,1.58172810346571,1.5689726375229411,2.186262813683363,1.1652576997129176,-0.9949114631312173,-0.8850204197716733,-1.6961056128018666,-0.16754068761293614,0,1.6970962409829535,-4.440892098500626e-16,1.9121317106888316,1.6970962409850603,1.6980322345927663,58,-1.7719832929287103,1.6973740557164867,-2.355959451553964,0.99665899378491
59,1.7858785916939466,-0.4520194735198963,1.6085938958982247,1.783962216367161,1.885939443119766,-1.0327443792908415,1.0591778964742091,0.9635862292858276,-1.6954694141474023,-0.04929754495278791,1,1.6961959229125516,6.661338147750939e-16,1.533991148403378,1.696195922914658,1.6971804377843813,59,-1.7712601202964173,1.6964326768291995,-2.046936926060687,0.996595517012239
60,1.696708166242259,-1.1092906351673384,1.6373760775490156,1.7850751492813421,2.1113388694389745,0.6981181314113352,-0.9281408506177403,-1.1599484096646988,-1.694833215492938,-0.20648257132845782,0,1.6952859029162992,-2.220446049250313e-16,1.1920713036623047,1.695285902918404,1.6963198021840116,60,-1.770536994221968,1.6955323775253577,-2.1199156349133816,0.996531356206937
61,1.6565725401067846,-0.6422151403705126,1.6707753177809619,1.6959205454828183,1.8329686253663144,-0.9421706777828621,0.9963680785459412,1.0168920234905334,-1.6941970168384737,-0.16181307992733426,1,1.6944575848860142,2.220446049250313e-16,1.915624068386037,1.6944575848881198,1.6954533455272816,61,-1.7698139105253807,1.6946223764979453,-1.5053344284412111,0.99647295578487
62,1.7168210713987992,-0.9105057035395971,1.6896711037331136,1.655792040676563,2.1103452338611493,1.0280088678020687,-0.9589390466043697,-0.9657961622539605,-1.6935608181840094,-0.21495972844698394,0,1.693532129959282,-4.440892098500626e-16,1.58031650484647,1.6935321299613844,1.694578676828705,62,-1.769090874176309,1.6937940757334513,-2.2360205300482314,0.996407706742414
63,1.8052325107373184,-0.5298202977002571,1.734242161739327,1.7160298819739868,1.9427777207836912,-0.8976721792049006,1.0053501894686792,1.043080947738112,-1.692924619529545,0.2857857070236479,1,1.6926501006522523,-8.881784197001252e-16,1.924118938803566,1.6926501006543528,1.693691477071479,63,-1.7683678829530394,1.6928686400972683,-1.9093614832488852,0.996345519415902
64,1.857523987651843,-1.053281378819263,1.7699061686461535,1.8044256343274787,2.2741199516582453,0.8903050470197587,-0.9796636042784143,-1.04683968161567,-1.6922884208750808,-0.0168005265475757,0,1.6917054548705959,1.1102230246251565e-15,1.6623431764750818,1.6917054548726955,1.692792175498217,64,-1.7676449400591157,1.6919866291756236,-2.3803650125217315,0.996278917325476
65,1.8353671873881396,-0.5767004709379365,1.7840799037467565,1.8567078330804716,1.977040152878105,-0.963044819597358,0.9975063043513972,1.0046068602561995,-1.6916522222206165,-0.5286995773947757,1,1.690821807158589,1.5543122344752192e-15,1.9009806308983255,1.690821807160691,1.691891294161118,65,-1.7669220423737944,1.6910420030845055,-1.9215246013910003,0.996216615893595
66,1.7421983819439624,-1.0343437107815916,1.7817560901161356,1.8345549641337628,2.1338363990021447,0.7964272315397768,-0.9317863619145877,-1.1020900625656245,-1.691016023566152,-0.5832132346438965,0,1.6898940327517282,-2.220446049250313e-15,1.2574685407923356,1.689894032753828,1.6909921467519338,66,-1.7661991921546563,1.6901583737916048,-2.253471960426049,0.996151203316588
67,1.6415616063272114,-0.4702377194479637,1.7890990904545707,1.7414026897817945,1.7617918304637783,-0.9945351443558402,1.0491242344998082,0.9860737017005987,-1.6903798249116877,-0.32313241018674405,1,1.6890358723291576,-2.220446049250313e-16,1.5408405665249867,1.6890358723312584,1.6900920503015955,67,-1.7654763858401568,1.6892306187236654,-1.7297968412856055,0.99609069886172
68,1.7842422773420756,-0.8543085486314567,1.7890456021155345,1.6407837703113082,2.165185311028019,1.0577019739930165,-0.9646115238186345,-0.9483207297436338,-1.6897436262572234,-0.47009576320154817,0,1.6880846449407947,-8.881784197001252e-16,1.6305393595556628,1.6880846449428926,1.6891909710510777,68,-1.7647536281917267,1.6883724761889238,-2.4298900566090857,0.996023632736233
69,1.6243584713090204,-0.6307991315501753,1.7725323982260899,1.7834391252633797,1.7492132740399506,-1.2952723823221954,1.1029178221024982,0.8090793087385962,-1.6891074276027591,-0.8288120967813507,1,1.6872431619462278,2.220446049250313e-15,1.1886569089748702,1.6872431619483232,1.6882957747835334,69,-1.7640309135946952,1.6874212686283196,-1.6043580750547415,0.995964304120594
70,1.606667563814785,-1.0862406687413864,1.7633269888772796,1.6235836876732557,2.0469356477957206,0.9286185844928067,-0.9652127271908939,-1.0242908235057617,-1.6884712289482948,-0.5138579720284371,0,1.6863692891421762,-4.440892098500626e-16,1.565723252546069,1.686369289144273,1.6874041929128851,70,-1.763308243706169,1.686579803173947,-1.847990619753557,0.995902691866939
71,1.7193179904976226,-0.6192505970408069,1.7697418455091973,1.6058959191054196,1.9055495208627395,-0.7949370532494225,0.9553065685316663,1.1035441659857936,-1.6878350302938305,-0.3126790297347921,1,1.6855301416842907,-1.5543122344752192e-15,2.2315652813826197,1.6855301416863846,1.686511528196048,71,-1.7625856167495522,1.6857059485852572,-1.5868008784322085,0.995843527917919
72,1.6685648180042143,-1.0174117670458585,1.7648083093692655,1.718526358040406,2.0770012190914193,0.8152943981030535,-0.9350711780543953,-1.0909860745282212,-1.6871988316393662,-0.6033305175332253,0,1.6846200913721017,4.440892098500626e-16,1.3033988210805851,1.6846200913741973,1.685620403803302,72,-1.7618630363523304,1.6848668186189084,-2.12012716740281,0.995779364975195
73,1.6398134592385876,-0.5916049897366137,1.7478964935652053,1.6677821907646815,1.796720090075466,-0.9968558928791919,1.0246708640586333,0.9847078599482255,-1.686562632984902,-0.7388544148289662,1,1.6837846623949457,-2.220446049250313e-16,1.7348688628676623,1.6837846619049264,1.68473393897882,73,-1.7611404986968011,1.6839567872761638,-1.5588257067053424,0.99572046316233
74,1.4733155500301565,-1.1048122084256888,1.7086164815681202,1.6390359333992564,1.9163017000164537,0.6437597512146556,-0.9124083304771188,-1.1919402194264994,-1.6859264343304377,-1.0757320947387712,0,1.6829389961293597,-1.1102230246251565e-15,1.0279685769060711,1.6829389961314514,1.6838573712725782,74,-1.7604180043066673,1.6831213752209175,-1.635823532857171,0.995660839640575
75,1.4667165916270561,-0.6121202308339001,1.6709270442567736,1.4725675661848066,1.667667651695344,-0.8269385102308746,0.9824824983865695,1.0847101882229029,-1.6852902356759731,-0.8897574340958287,1,1.6821518404815021,2.220446049250313e-16,2.0002737928123286,1.6821518404835945,1.682990451912365,75,-1.7596955501884721,1.6822757270748319,-1.1957037470408272,0.995605341365292
76,1.3283685537445304,-1.1404909516202468,1.628618653746014,1.465969778645595,1.7983743905631606,0.6197620530405733,-0.9073533109699976,-1.206063704930088,-1.6846540370215088,-1.1311514353860448,0,1.6813419054469179,-2.220446049250313e-16,0.9819197393051916,1.6813419054490093,1.6821353154386365,76,-1.75897313750764,1.6814885878347716,-1.3670450634775895,0.995548237033215
